placename,loc,seq,circle,longitude,latitude,Sn_adj,Sv_adj,SnSv_pred_linear,HOP,ln_HOP,LER_etoo,ln_LER,FNR_NO2,FNR_NOx,FNR_NOy,ln_FNR_NO2,ln_FNR_NOx,ln_FNR_NOy,land_earth,land_global,SnSv_FNR,SnSv_HOP,SnSv_LER
Afghanistan,11115.882352941177,3016.8823529411766,66.6470588235294,66.6470588235294,34.529411764705884,7.154556721977531,8.201964405430685,0.8940444344345541,0.22087218259868133,-1.5918053670095664,0.002313859896095507,-6.906461330210773,0.5258323951177467,0.42284474742503,0.2464362688667922,-0.7611877005558186,-0.9774063726342921,-1.4602252690867423,1.0,1.0,0.865629606889275,0.7333864826200537,1.109861152133021
Algeria,8234.692307692309,4808.7692307692305,106.53846153846153,2.6923076923076925,28.076923076923077,9.214199148945472,6.975611339327259,1.3397198228842828,1.490213740738743,0.21317649762859667,0.007994601404064895,-6.0527337570504836,2.848989145991064,2.437016072114886,0.597947096065951,0.7057240575161869,0.547054752884536,-0.6616610168296908,1.0,1.0,1.5009490893102606,1.364769138870483,1.2920466162454267
Angola,8879.8,780.8,17.48,17.48,-12.6,12.253140863222372,10.66617261990629,1.1595914035805424,0.26218621457172575,-1.5433262537700556,0.007359696368849303,-5.0413866813801,1.9770770047335597,1.6179625892189309,1.1297421650401203,0.6281127453609983,0.42721197973886127,0.07883471724181743,1.0,1.0,1.4673356300158484,0.7503444764312346,1.5078680821934864
Argentina,5150.542857142857,13251.542857142857,294.85714285714283,-65.14285714285714,-35.05714285714286,11.823706553290807,8.570749318091032,1.406573812732469,1.2866528001885273,0.05883018189373538,0.008396829673150667,-5.279497212054756,1.8894416034958263,1.5161443226827473,0.9922063961348152,0.38825021411434096,0.14951136985803895,-0.20191395344022461,1.0,1.0,1.363451167732921,1.3107787976264287,1.4570552949475148
Armenia,10145.0,2046.0,45.0,45.0,41.0,7.389948579797281,9.463542732785363,0.7808860580505066,0.200719741066021,-1.6058456669506045,0.0004282842740199,-7.755723391224841,0.3571800743963392,0.2790679876383767,0.2077028453282681,-1.0295152143007171,-1.2762998435550494,-1.571646848972584,1.0,1.0,0.7494169606863594,0.7284751857006786,0.9286286283126188
Australia,14147.372881355932,6048.372881355932,134.68361581920905,134.68361581920905,-25.779661016949152,12.367914396395594,7.930619980181951,1.5860388377331027,1.7144770111547651,0.3375888979037263,0.03238210267112726,-4.309591374197686,3.3245611750551065,2.7469352727464735,1.4666240695933952,0.9319282285699793,0.7309403723426938,0.23659213401887436,1.0,1.0,1.598918115793658,1.4082885964867236,1.6640332007462137
Austria,8730.75,631.75,13.5,13.5,47.5,5.8045861516562525,10.776336122283055,0.541341525779663,0.15116291218570044,-1.898213619218983,0.000121588322782868,-9.179644364449821,0.20321772418006265,0.1572463198748132,0.12333586853440452,-1.623763525557172,-1.880979011535066,-2.1246451210819863,1.0,1.0,0.49204801708118884,0.6262048759971998,0.6247638926264081
Azerbaijan,10342.6,2243.6,49.4,49.4,40.2,8.880570788431795,9.226823183395656,0.9800810572258053,0.6805567199187961,-0.718502911167734,0.0010553175486521199,-7.5033886207800595,1.0270331380682465,0.8463010844956008,0.3249102021862957,-0.22544067855846453,-0.4386965379615739,-1.1685310425827669,1.0,1.0,1.097661642116329,1.0388676816735267,0.9824768683255352
Bangladesh,12161.5,4062.5,90.0,90.0,24.0,7.690039692851034,17.534163664637017,0.462411942264609,0.10037029364227831,-2.3416777389205876,0.00012148613469203207,-9.263420076920145,0.40251885089382466,0.2920107104707515,0.21477846555192767,-0.9384172660173226,-1.265547409945532,-1.5723857642801806,1.0,1.0,0.7888714820878977,0.47108112692557846,0.606886155585241
Belarus,9386.333333333334,1287.3333333333333,28.0,28.0,53.666666666666664,8.343351551133077,9.06127202210695,0.9228788037849078,0.5017572504562918,-0.7205061117126301,0.0004241395006322,-7.8720731799137775,0.4006926319496959,0.31689125538120305,0.20197902546416238,-0.9338899818891968,-1.171597319511301,-1.6093342625691207,1.0,1.0,0.7908322488437889,1.038166962122922,0.9037995834063997
Belgium,8305.0,206.0,4.0,4.0,51.0,-1.0756234582476671,12.151320735153355,-0.09144821797097542,0.052523050726249354,-2.995679090005636,3.5773979183521303e-06,-12.548490355466097,0.08031554096112464,0.0527747895719143,0.044311374917708,-2.5266865893096706,-2.9618029305229916,-3.1308598978613738,1.0,1.0,0.10099203816998181,0.24231145431602852,-0.09414784185646541
Belize,4103.0,12204.0,271.0,-89.0,17.0,9.135157433728903,9.693691272392611,0.9423817178648553,0.2701040134650792,-1.3089481591118861,0.000929354654881,-6.98102013217333,0.7090995389241982,0.575809797079053,0.4918310581066804,-0.3437593688991663,-0.5519778862231192,-0.7096199992894463,1.0,1.0,1.0464178173297711,0.8323299339426622,1.093950303794211
Benin,8195.0,96.0,2.0,2.0,11.0,13.818540203548906,12.242053844248781,1.1405687403613074,0.5780253224765846,-0.548877016843218,0.0016602044469191499,-6.511425659852209,1.0511245905703088,0.8785442228573164,0.5939454525502795,0.04389343933165075,-0.13507694784619315,-0.5291429246997923,1.0,1.0,1.214310248574538,1.0982028195082423,1.1941617641875384
Bhutan,12163.0,4064.0,90.0,90.0,27.0,9.544515068319601,12.261227504841116,0.8009517793364025,0.17018372753372055,-1.8223071254569376,0.0007813669882630501,-7.373387201393121,0.7448307254565842,0.576527065679726,0.36298415720849264,-0.3461739358080248,-0.6047008248481673,-1.05406683732824,1.0,1.0,1.0453720684015444,0.6527569675151632,1.0102191712227078
Bolivia,5185.0,13286.0,295.4166666666667,-64.58333333333333,-16.5,14.554174788973945,9.06659601194937,1.6040680846436184,1.3012577396267269,0.028974276142649805,0.025763929150522207,-3.8127301968550023,5.930623104276131,4.797846593888914,2.876645718471171,1.5784607178951682,1.3566271929529654,0.8405641865566266,1.0,1.0,1.8789313369203975,1.300335201794699,1.7700633759911424
Bosnia & Herzegovina,8887.0,788.0,17.0,17.0,45.0,6.987832698334712,10.7351668772791,0.6509291171918722,0.1994487250905353,-1.6121980927768202,0.0001598143824172,-8.741497526071328,0.2537503164109649,0.2030191235104424,0.1492987568947244,-1.3714045016871543,-1.5944550998923757,-1.9018059006958725,1.0,1.0,0.6013447103192935,0.7262531071466682,0.7182644279363786
Botswana,9149.214285714286,1050.2142857142858,23.571428571428573,23.571428571428573,-22.0,11.98968506947755,9.018087662983211,1.3501526205455014,0.5662638254130331,-0.6654498472028306,0.01102758304334405,-4.772291742969685,2.450042613063126,2.0174324949892433,1.2917929512457482,0.8071296777804563,0.6087641279281996,0.18881349957606802,1.0,1.0,1.5448678634467157,1.05742564344845,1.565292942050269
Brazil,5704.5625,13805.5625,306.89772727272725,-53.10227272727273,-10.670454545454545,14.481235268330154,10.140770454618561,1.5050339174233984,1.6045640628867621,0.051736807519156616,0.022316304357142623,-4.589741625728471,4.459613741155198,3.6425325342052024,2.4254962571104652,1.1846005284765015,0.9704253477401491,0.624731299400837,1.0,1.0,1.7083504888831729,1.308297535270201,1.6042491370695442
Brunei,13277.0,5178.0,115.0,115.0,5.0,17.013411414701448,10.785446504516482,1.5774415465856664,1.3091602561866411,0.2693859058564458,0.0132270651788182,-4.325490156240517,3.4057908595483664,2.819796955772476,1.9582053677387428,1.2254771768168682,1.0366648808586678,0.6720284250936841,1.0,1.0,1.7260541652793857,1.3844311898685848,1.6606404006582736
Bulgaria,9246.0,1147.0,25.0,25.0,43.0,5.777624854488173,10.422898232947228,0.5544927346494769,0.17822550482528676,-1.726306307916414,8.800597308930054e-05,-9.339768533879143,0.2301539001843956,0.1862736572537339,0.13968396497767263,-1.4692844003170287,-1.6807778517718948,-1.9690292493182893,1.0,1.0,0.5589529262226949,0.6863380534908384,0.5905933948701907
Burkina Faso,8006.6,12867.6,285.8,-2.2,12.2,11.130095179018955,9.052729071975785,1.2328823916523608,0.7568132975209767,-0.2811186523762322,0.0036741876111857598,-6.185531642202403,1.4697612318141198,1.224668588898987,0.8065147120965376,0.3257472937214548,0.14682628989190236,-0.274812614717039,1.0,1.0,1.336381152910762,1.191864695398794,1.263707547554007
Cambodia,12830.75,4731.75,105.0,105.0,12.5,11.761730175570547,10.722176880045026,1.0761389502763794,0.3030209582573397,-1.1993645108642885,0.002681059649062925,-6.139296457063159,1.3716302259773154,1.07470246628728,0.814143302595166,0.2787590396866282,0.03359539672299738,-0.23697267812038508,1.0,1.0,1.3160305400882786,0.8706622940996719,1.2735741360627217
Cameroon,8678.4,579.4,12.8,12.8,5.8,13.13506994530113,9.535959293792143,1.4012199026986618,0.987031132222761,-0.3766095028964952,0.013296050668208829,-4.79484490839147,3.2971025522109385,2.706242980692216,1.7109722178681437,0.9879977224870885,0.7999722114892647,0.4120217573013337,1.0,1.0,1.6232018136091582,1.1584619958868059,1.5604800965492602
Canada,3701.6981566820277,11802.698156682027,261.58986175115206,-98.41013824884793,61.30875576036866,12.123132777177315,7.517991595534986,1.6410281631255923,4.43788647664596,1.2502865054993468,0.01853397866499639,-5.07388667902845,2.0596419532258627,1.5941684697510827,0.552696418659108,0.5351835369244179,0.26706429028394024,-0.714548929668205,1.0,1.0,1.4270879898419655,1.7275502196236716,1.5009325826953286
Central African Republic,9033.846153846154,934.8461538461538,20.692307692307693,20.692307692307693,6.384615384615385,13.841416503875614,11.47350353246005,1.2114431561391827,0.26910968316751005,-1.3558416800286897,0.007197769041086146,-4.9713149172271365,3.574400577636931,2.9776952117675917,2.03286982767946,1.252484526298596,1.0691166719646419,0.6948412014004551,1.0,1.0,1.7377510483399219,0.8159265803259643,1.522821396663729
Chad,8944.923076923076,845.9230769230769,18.615384615384617,18.615384615384617,15.461538461538462,10.278585804097094,8.141488522519678,1.2916520565023513,1.1456119133910003,-0.04172042228762896,0.004092179618382242,-6.097775905613178,3.0832388279439638,2.6090211788722644,0.6613481685071757,0.8532860462555014,0.6808588212091984,-0.4662621814252267,1.0,1.0,1.5648581866332576,1.2756061962837875,1.2824346217421476
Chile,4893.380952380952,12994.380952380952,289.1904761904762,-70.80952380952381,-39.38095238095238,9.700054890606358,7.885894036427622,1.2706020023611773,1.4428128351135316,-0.11913155973515274,0.005481296295736344,-6.023864207922067,0.8382574529555075,0.6382494429023408,0.45665205608297493,-0.2673870617876114,-0.5556307378802968,-0.9051090126802273,1.0,1.0,1.0794946635397855,1.2485277804046435,1.2982073780294308
China,12791.221757322175,4692.221757322176,103.85355648535565,103.85355648535565,36.62343096234309,3.860368544877489,12.25868100039613,0.4814367139174251,0.18389223961853013,-2.1973503688516245,0.0012043258832070804,-9.237342444112937,0.3322428428357567,0.2523122190311149,0.14892929716932823,-1.4883924226803122,-1.848636977530055,-2.228565023532656,1.0,1.0,0.5506772417371568,0.5215668409757017,0.6124511224262992
Colombia,4796.136363636364,12897.136363636364,286.54545454545456,-73.45454545454545,4.181818181818182,13.675005177414706,10.089973142201776,1.4226766779592466,1.5844248749294658,0.0065935011858297135,0.011821240448359728,-5.151897857693374,3.538633348815914,2.9375216876901202,2.0846991296176514,0.9066601457449109,0.7105584785600136,0.4325702655348811,1.0,1.0,1.587974509122121,1.2925064067148033,1.484284997168234
Congo,8800.0,701.0,15.571428571428571,15.571428571428571,-0.42857142857142855,15.787989147509137,10.173749403298117,1.5778600116201396,1.646736255310948,0.28529727351115025,0.014935454949850813,-4.383016024021702,5.273860758120658,4.383425596335114,2.6213654354476086,1.5477608498003168,1.3655211840005297,0.8990218679642287,1.0,1.0,1.8656352240485172,1.3899969862742003,1.6483643804737684
"Congo, DRC",9153.020408163266,1054.0204081632653,23.448979591836736,23.448979591836736,-3.36734693877551,14.727474549089585,11.462294540757853,1.3393037512268688,0.9076897990898647,-0.7513441885071984,0.01042064261545522,-4.799492177950025,4.239560104127909,3.5297620457369017,2.210221717753095,1.2708827625576649,1.086260226885504,0.6764219794974413,1.0,1.0,1.7457193244637246,1.027379802860182,1.5594883692254644
Costa Rica,4369.0,12470.0,277.0,-83.0,9.0,14.154526488930658,9.45513335976275,1.4970202904981371,0.8183807604790952,-0.20042757332206193,0.0138265965166599,-4.281161257831692,2.840166206425351,2.287253196623021,1.5385944198283017,1.0438625738498961,0.8273516201601012,0.4308692852509272,1.0,1.0,1.64739688073439,1.2200904348519428,1.6701001875787167
Cote d'Ivory,7848.333333333333,15949.333333333334,354.3333333333333,-5.666666666666667,7.666666666666667,11.588457546396361,7.604736365484949,1.5331192786484145,0.9288543224089532,-0.15013926000808772,0.018786681117135686,-4.0652220877568075,2.938839283451255,2.35911738653027,1.526721877024939,1.0641863727525709,0.8462949000130168,0.4127354158576481,1.0,1.0,1.6561991180391384,1.237681286849171,1.7161816064726971
Croatia,8887.0,788.0,17.0,17.0,45.0,5.482043199820474,10.910593573352962,0.5066006938323973,0.15491911153905025,-1.9332187667038476,0.00011942458901257464,-9.407670968037891,0.22089448404486806,0.17055778003366845,0.12399340819109875,-1.582562608130879,-1.8665890376078758,-2.1525576035473577,1.0,1.0,0.5098921344185163,0.6139600754069942,0.5761030154207138
Cuba,4555.5,12656.5,281.0,-79.0,22.0,8.34792179238988,9.080131726460431,0.919659219833522,0.7017445268572452,-0.3621543319925489,0.00019762752681225,-8.533357087257762,1.14676672803625,0.9422298743249453,0.4868794571102656,0.13663529752230041,-0.05950601302997421,-0.7214993514068633,1.0,1.0,1.2544767473569083,1.1635184146690065,0.7626815975791934
Cyprus,9602.0,1503.0,33.0,33.0,35.0,7.5005637044943985,7.500511264023451,1.0000069915861869,0.7574741986837707,-0.2777658033222437,0.0003267097194369,-8.026438489457266,1.604522978486473,1.302240907913555,0.2887402022925905,0.4728265027406844,0.2640865557900752,-1.2422279491760506,1.0,1.0,1.4000811583369903,1.193037521997879,0.8708580263498191
Czech Republic,8889.0,790.0,17.0,17.0,49.0,3.18968898165665,11.211850408953458,0.2844926453094181,0.1065277377878258,-2.239349879031556,2.3053697271616823e-05,-10.677684399145338,0.1155502919656557,0.0873627367665594,0.0687388185657103,-2.1580494155175947,-2.4376864400201996,-2.6774411947068337,1.0,1.0,0.26064879813932984,0.5068754123147617,0.30508214922238475
Denmark,8532.0,433.0,9.0,9.0,55.0,-0.5865264592995773,9.355904448033593,-0.06269051405530893,0.0579136595514289,-2.8488020059674857,3.735659016130866e-06,-12.497586311535269,0.0595724764806431,0.041703827934054,0.0343792696537309,-2.820561615591203,-3.177162357410754,-3.3703015226000548,1.0,1.0,-0.026285235712550037,0.2936890583125735,-0.0832849188816267
Dominican Republic,4959.0,13060.0,290.0,-70.0,19.0,8.780914474908368,8.733399508333026,1.0117854120250778,0.4912196411932475,-0.7780369740250266,0.00082999545111215,-7.181839352546078,0.8990672811567922,0.711452587303095,0.4688672181486572,-0.18093965146477958,-0.4068979621858826,-0.7991694177739272,1.0,1.0,1.116935036950604,1.0180426664860458,1.051095482166667
Ecuador,4566.5,12667.5,281.5,-78.5,-1.0,14.69685116673313,11.931704245985216,1.237839347407805,0.63274838541864,-0.553301914203459,0.004176290318317625,-5.767118247087682,1.4820007576090495,1.194406951258803,0.9602335595590601,0.3328033769171951,0.11266731025492961,-0.09711374188944993,1.0,1.0,1.3394371425428373,1.09665499041163,1.3529969660714884
Egypt,9438.318181818182,1339.3181818181818,29.454545454545453,29.454545454545453,26.727272727272727,5.431078061716897,7.318571919952415,0.8777037099013808,0.973895282693837,-0.4771968888254182,0.0009442160508510545,-8.670320050469881,1.7143165788946975,1.4512407496972073,0.2861689456938548,-0.015774645685811793,-0.2068861681174144,-1.4460922896277337,1.0,1.0,1.188468000953475,1.1232765282888688,0.7334537012297273
Eritrea,9832.333333333334,1733.3333333333333,38.333333333333336,38.333333333333336,15.666666666666666,7.9371037047189645,7.80764134147303,1.0204991886640082,0.8221935392240942,-0.28440882378888993,0.0005146224633155,-7.84492894661048,1.5011298265859931,1.2888160696508741,0.37103206058588595,0.2366289274341898,0.08568506722779179,-0.9940601209232871,1.0,1.0,1.2977839884717477,1.1907137934386463,0.9095921627933234
Estonia,9299.0,1200.0,26.0,26.0,59.0,8.946822621251393,8.565027075200213,1.0450145211703772,0.6604118353221353,-0.4185350084424805,0.0006544202157230501,-7.345815234267032,0.48233238902568354,0.38435957136586263,0.2265039019699652,-0.7324601858542473,-0.9596935952962715,-1.4874797206297024,1.0,1.0,0.8780714935065255,1.1437964540468204,1.0161030290074151
Ethiopia,9882.217391304348,1783.2173913043478,39.52173913043478,39.52173913043478,8.478260869565217,9.233899973560185,7.8159095525501785,1.1898223274915138,0.6534395636489905,-0.6452629939000629,0.005139854261606866,-5.9879602058649555,1.2767460071666419,1.0646249342312508,0.6406066155260361,0.07435453616266412,-0.09916891946340675,-0.5240039863005144,1.0,1.0,1.2275029496120498,1.064487004733758,1.3058692920684183
Finland,9316.733333333334,1217.7333333333333,26.333333333333332,26.333333333333332,64.46666666666667,10.987239992712622,7.612913797669898,1.4577320307447066,1.9827062563843971,0.5294137519177915,0.0068504651418421604,-5.468292960282178,1.125378012815583,0.8880845536047244,0.38427155900121157,0.001569491067029564,-0.24046191666938913,-1.0001837762228243,1.0,1.0,1.1959797465811306,1.4753889304208434,1.416766282275783
France,8218.3125,4169.3125,92.125,2.125,46.375,5.9463043701964216,11.101517313774952,0.5453490403548581,0.19049302703898274,-1.7216178766151786,0.0001441999436865613,-9.403522768374264,0.22690590842458297,0.18194409185502652,0.1300673755100948,-1.5630308956968304,-1.7950246934021588,-2.114891812603648,1.0,1.0,0.5183513190737028,0.6879780667600105,0.576988241228932
French Guiana,5716.5,13817.5,307.0,-53.0,4.0,14.087874575960155,7.028422074926464,2.007530260099208,3.09968527777031,1.120426361485302,0.11819736644916626,-2.157159862722124,6.857879145251056,5.325689485199174,2.668925075923894,1.9011725704874993,1.6460601849153966,0.9677732878793532,1.0,1.0,2.018697840278136,1.6821251412475586,2.1233620852950987
French Southern & Antarctic Lands,11180.0,3081.0,69.0,69.0,-49.0,14.09210452035213,7.188888300403639,1.9602619948290045,8.079784798345736,2.089365238310214,0.0218818778968599,-3.8220964780153177,4.168053379342303,3.0834964131583584,1.538592623880298,1.4274491113129881,1.1260641522116197,0.4308681179848637,1.0,1.0,1.8135282101096553,2.0210599603609127,1.768064611591531
Gabon,8609.166666666666,510.1666666666667,11.333333333333334,11.333333333333334,-0.6666666666666666,15.139031492842987,8.252770894337884,1.8434926765368864,2.5405757042875785,0.8979679447067884,0.05567592509684167,-3.148973251370807,6.2739147304240985,5.136848581347924,2.664731257504215,1.80669327407741,1.6079163561437586,0.9528340076936846,1.0,1.0,1.9777788570029262,1.6043091870584347,1.9117091081574697
Georgia,10011.0,1912.0,42.0,42.0,43.0,10.216748178780502,8.582123979907866,1.1965291595686802,0.6082725859940501,-0.5520081298142034,0.0028356784553077003,-6.0303444596389,0.8985408686715508,0.7287075894647003,0.4308500691590338,-0.13857590597184435,-0.3525671474129826,-0.8476797248788669,1.0,1.0,1.1352827751235943,1.0971075561909918,1.2968244923130587
